"SITENO"	"GRIDREF"	"EAST"	"NORTH"
"10199"	"SE70708790"	"470700"	"487900"
"10357"	"NY43803780"	"343800"	"537800"
"10393"	"SS870840"	"287000"	"184000"
"10397"	"SH480680"	"248000"	"368000"
"10406"	"SN050090"	"205000"	"209000"
"10407"	"SS990830"	"299000"	"183000"
"10412"	"SH720180"	"272000"	"318000"
"10418"	"SN360530"	"236000"	"253000"
"10419"	"SN290290"	"229000"	"229000"
"10423"	"SH640410"	"264000"	"341000"
"10434"	"SS510910"	"251000"	"191000"
"10453"	"SO910033"	"391000"	"203300"
"10481"	"SN78701250"	"278700"	"212500"
"10509"	"SX69509030"	"269500"	"90300"
"10339"	"SE51709030"	"451700"	"490300"
"10341"	"SE530867"	"453000"	"486700"
"10345"	"SE52508710"	"452500"	"487100"
"10354"	"SE50809070"	"450800"	"490700"
"10367"	"SE85408550"	"485400"	"485500"
"10011"	"SS90504440"	"290500"	"144400"
"10458"	"SJ56203750"	"356200"	"337500"
"10077"	"SX63609390"	"263600"	"93900"
"10371"	"ST12608440"	"312600"	"184400"
"10370"	"SS95708630"	"295700"	"186300"
"10042"	"SX71307320"	"271300"	"73200"
"10001"	"SS97404410"	"297400"	"144100"
"10012"	"SS95204420"	"295200"	"144200"
"3807"	"SU580010"	"458000"	"101000"
"3808"	"SU580010"	"458000"	"101000"
"10514"	"SO38309990"	"338300"	"299900"
"10382"	"SN550070"	"255000"	"207000"
"10387"	"SH320730"	"232000"	"373000"
"10389"	"SN420490"	"242000"	"249000"
"10394"	"SN460580"	"246000"	"258000"
"10403"	"SH460530"	"246000"	"353000"
"10404"	"SH470420"	"247000"	"342000"
"10415"	"SN040330"	"204000"	"233000"
"10431"	"SN140290"	"214000"	"229000"
"10439"	"SY36309830"	"336300"	"98300"
"10487"	"SN79300970"	"279300"	"209700"
"10490"	"J443593"	"155415"	"513930"
"10496"	"J0965"	"120720"	"522618"
"10505"	"SX68808430"	"268800"	"84300"
"10026"	"SS85804320"	"285800"	"143200"
"10054"	"SS48501960"	"248500"	"119600"
"196"	"NO500279"	"350000"	"727900"
"10074"	"SX76707630"	"276700"	"76300"
"10028"	"SS99404020"	"299400"	"140200"
"10043"	"SS90404800"	"290400"	"148000"
"10050"	"SX66407250"	"266400"	"72500"
"10057"	"SX72506850"	"272500"	"68500"
"10058"	"SX50206950"	"250200"	"69500"
"10070"	"SS660477"	"266000"	"147700"
"10071"	"SS880300"	"288000"	"130000"
"10022"	"SS89804500"	"289800"	"145000"
"10223"	"SN31705410"	"231700"	"254100"
"10264"	"SN29805240"	"229800"	"252400"
"10336"	"SJ180067"	"318000"	"306700"
"10484"	"SJ19500850"	"319500"	"308500"
"10511"	"SN36905730"	"236900"	"257300"
"10356"	"NY40804020"	"340800"	"540200"
"10375"	"ST160990"	"316000"	"199000"
"10381"	"SN580110"	"258000"	"211000"
"10395"	"SM770260"	"177000"	"226000"
"10408"	"SN410490"	"241000"	"249000"
"10410"	"SN460580"	"246000"	"258000"
"10413"	"SS530900"	"253000"	"190000"
"10414"	"ST160960"	"316000"	"196000"
"10417"	"SN630000"	"263000"	"200000"
"10422"	"SN430540"	"243000"	"254000"
"10427"	"SH750160"	"275000"	"316000"
"10438"	"SU090088"	"409000"	"108800"
"10442"	"SY73708790"	"373700"	"87900"
"10492"	"J615645"	"172995"	"517646"
"10494"	"J448407"	"154331"	"495353"
"10495"	"H047535"	"15723"	"520043"
"10498"	"J1125"	"119311"	"482576"
"10508"	"SX68809070"	"268800"	"90700"
"10515"	"SN79100710"	"279100"	"207100"
"10344"	"SE53909070"	"453900"	"490700"
"10346"	"SE52108760"	"452100"	"487600"
"10353"	"SE51608930"	"451600"	"489300"
"10365"	"SE81808580"	"481800"	"485800"
"10461"	"ST49803340"	"349800"	"133400"
"10369"	"SS97607960"	"297600"	"179600"
"10037"	"SX70507100"	"270500"	"71000"
"10052"	"SX78408910"	"278400"	"89100"
"10003"	"SS97404360"	"297400"	"143600"
"10041"	"SX69507140"	"269500"	"71400"
"10053"	"SX69306930"	"269300"	"69300"
"10021"	"SS90204370"	"290200"	"143700"
"3034"	"ST33408340"	"333400"	"183400"
"10512"	"SN36405800"	"236400"	"258000"
"10379"	"SH450430"	"245000"	"343000"
"10385"	"SN610570"	"261000"	"257000"
"10398"	"SN110250"	"211000"	"225000"
"10430"	"SN010250"	"201000"	"225000"
"10457"	"SO910033"	"391000"	"203300"
"10477"	"NY23702480"	"323700"	"524800"
"10488"	"SN79201010"	"279200"	"210100"
"10491"	"J615645"	"172995"	"517646"
"10506"	"SX71408340"	"271400"	"83400"
"10366"	"SE82408620"	"482400"	"486200"
"10017"	"SS85904490"	"285900"	"144900"
"10036"	"TR15606330"	"615600"	"163300"
"10489"	"SS910438"	"291000"	"143800"
"10373"	"SN04503530"	"204500"	"235300"
"10039"	"SS78304810"	"278300"	"148100"
"192"	"NO46302680"	"346300"	"726800"
"10075"	"SX750900"	"275000"	"90000"
"10368"	"SS900760"	"290000"	"176000"
"10025"	"SS82704670"	"282700"	"146700"
"10027"	"SS89504510"	"289500"	"145100"
"10032"	"SS79204590"	"279200"	"145900"
"10063"	"SS640477"	"264000"	"147700"
"10155"	"SN35905750"	"235900"	"257500"
"10224"	"SJ26602270"	"326600"	"322700"
"10359"	"SE705880"	"470500"	"488000"
"10500"	"H085526"	"19438"	"518821"
"10376"	"SM990260"	"199000"	"226000"
"10390"	"SH430470"	"243000"	"347000"
"10399"	"ST030790"	"303000"	"179000"
"10402"	"SN620240"	"262000"	"224000"
"10425"	"SN980640"	"298000"	"264000"
"10433"	"SN150310"	"215000"	"231000"
"10450"	"ST73601100"	"373600"	"111000"
"10493"	"J448407"	"154331"	"495353"
"10497"	"J4034"	"148979"	"489084"
"10503"	"SX66408420"	"266400"	"84200"
"10347"	"SE52808870"	"452800"	"488700"
"10014"	"SS88504240"	"288500"	"142400"
"10076"	"SX75907480"	"275900"	"74800"
"10013"	"SS91804160"	"291800"	"141600"
"10004"	"SS97502860"	"297500"	"128600"
"10006"	"SS91504180"	"291500"	"141800"
"10019"	"SS88604110"	"288600"	"141100"
"10020"	"SS82604790"	"282600"	"147900"
"10024"	"SS90904370"	"290900"	"143700"
"10169"	"SJ12305400"	"312300"	"354000"
"10242"	"SJ30201290"	"330200"	"312900"
"10360"	"NZ07304470"	"407300"	"544700"
"10361"	"NZ08404420"	"408400"	"544200"
"10358"	"NY40804020"	"340800"	"540200"
"10380"	"SN570120"	"257000"	"212000"
"10383"	"SS850830"	"285000"	"183000"
"10384"	"SS590910"	"259000"	"191000"
"10386"	"SH470820"	"247000"	"382000"
"10391"	"SN670700"	"267000"	"270000"
"10401"	"SN490510"	"249000"	"251000"
"10421"	"SN370530"	"237000"	"253000"
"10424"	"SN490070"	"249000"	"207000"
"10444"	"SZ16809340"	"416800"	"93400"
"10482"	"ST01508930"	"301500"	"189300"
"10343"	"SE52108980"	"452100"	"489800"
"10079"	"SX77508050"	"277500"	"80500"
"10072"	"SS900760"	"290000"	"176000"
"10374"	"ST01109620"	"301100"	"196200"
"10002"	"SS89304250"	"289300"	"142500"
"10007"	"SS900429"	"290000"	"142900"
"10018"	"SS90604100"	"290600"	"141000"
"10064"	"SX71307130"	"271300"	"71300"
"10065"	"SX68507220"	"268500"	"72200"
"10016"	"SS87704240"	"287700"	"142400"
"3033"	"SN91706400"	"291700"	"264000"
"10090"	"SJ06801310"	"306800"	"313100"
"10222"	"SO04805220"	"304800"	"252200"
"10480"	"SJ15500750"	"315500"	"307500"
"10513"	"SJ12405440"	"312400"	"354400"
"10362"	"NZ08504550"	"408500"	"545500"
"10363"	"SJ780640"	"378000"	"364000"
"10456"	"NZ06504450"	"406500"	"544500"
"10502"	"SJ98502020"	"398500"	"320200"
"10377"	"SN150320"	"215000"	"232000"
"10388"	"SH460470"	"246000"	"347000"
"10392"	"SS550940"	"255000"	"194000"
"10400"	"SN660620"	"266000"	"262000"
"10409"	"SN410490"	"241000"	"249000"
"10420"	"SS830820"	"283000"	"182000"
"10426"	"SN690680"	"269000"	"268000"
"10432"	"SN150310"	"215000"	"231000"
"10435"	"SY660990"	"366000"	"99000"
"10499"	"J104955"	"124720"	"552899"
"10507"	"SX66908530"	"266900"	"85300"
"10516"	"J448407"	"154331"	"495353"
"10340"	"SE56508560"	"456500"	"485600"
"10352"	"SE52608930"	"452600"	"489300"
"10023"	"SS820467"	"282000"	"146700"
"10030"	"SS82804620"	"282800"	"146200"
"10047"	"SX74208890"	"274200"	"88900"
"191"	"NO500270"	"350000"	"727000"
"10081"	"SS64804840"	"264800"	"148400"
"10005"	"SS89504560"	"289500"	"145600"
"3238"	"TL95801440"	"595800"	"214400"
"2659"	"NT08506840"	"308500"	"668400"
"1347"	"SU65407080"	"465400"	"170800"
"1370"	"SP672154"	"467200"	"215400"
"2132"	"SP27309760"	"427300"	"297600"
"1348"	"SU67207050"	"467200"	"170500"
"3120"	"SU610874"	"461000"	"187400"
"3604"	"ST76409410"	"376400"	"194100"
"2654"	"NS52505880"	"252500"	"658800"
"2655"	"NH80408920"	"280400"	"889200"
"2656"	"NT28207320"	"328200"	"673200"
"9003"	"TQ17905930"	"517900"	"159300"
"3239"	"TL52504900"	"552500"	"249000"
"2562"	"ST34806650"	"334800"	"166500"
"2568"	"ST165245"	"316500"	"124500"
"2939"	"NZ17605030"	"417600"	"550300"
"2059"	"SU99305540"	"499300"	"155400"
"2282"	"SZ08709540"	"408700"	"95400"
"2133"	"SP380728"	"438000"	"272800"
"9010"	"SP38307280"	"438300"	"272800"
"2657"	"NT26707320"	"326700"	"673200"
"2060"	"SU98305550"	"498300"	"155500"
"190"	"NO500279"	"350000"	"727900"
"2711"	"SK09803550"	"409800"	"335500"
"195"	"NO500270"	"350000"	"727000"
"2281"	"SY72709220"	"372700"	"92200"
"2660"	"NO40105040"	"340100"	"750400"
"1226"	"TL050512"	"505000"	"251200"
"1224"	"TL110440"	"511000"	"244000"
"1227"	"SP980225"	"498000"	"222500"
"3237"	"TL53705570"	"553700"	"255700"
"2709"	"SJ65208810"	"365200"	"388100"
"1729"	"SX82407680"	"282400"	"76800"
"1780"	"SX75307240"	"275300"	"72400"
"2280"	"SY92308540"	"392300"	"85400"
"1993"	"TL24801840"	"524800"	"218400"
"1994"	"TL28500430"	"528500"	"204300"
"3419"	"SE405180"	"440500"	"418000"
"1153"	"SD450780"	"345000"	"478000"
"2941"	"NZ25704960"	"425700"	"549600"
"2937"	"NZ220718"	"422000"	"571800"
"2938"	"NZ16406300"	"416400"	"563000"
"2940"	"NT99105350"	"399100"	"653500"
"3035"	"SN18804520"	"218800"	"245200"
"3502"	"J335703"	"145590"	"525812"
"3112"	"TM05605710"	"605600"	"257100"
"3113"	"TM27107770"	"627100"	"277700"
"1453"	"TQ20200940"	"520200"	"109400"
"3603"	"SO76704570"	"376700"	"245700"
"3605"	"SO47708600"	"347700"	"286000"
"3606"	"SO82604880"	"382600"	"248800"
"2437"	"ST83907660"	"383900"	"176600"
"3115"	"TM06704320"	"606700"	"243200"
"2134"	"SP38207260"	"438200"	"272600"
"2136"	"SP38505980"	"438500"	"259800"
"2438"	"SU18803380"	"418800"	"133800"
"3109"	"TM45306380"	"645300"	"263800"
"3110"	"TM05504400"	"605500"	"244000"
"3111"	"TL93305490"	"593300"	"254900"
"3226"	"TL530200"	"553000"	"220000"
"3229"	"TL200640"	"520000"	"264000"
"3230"	"TQ820850"	"582000"	"185000"
"3231"	"TL18506980"	"518500"	"269800"
"3232"	"TL31805970"	"531800"	"259700"
"3233"	"TL76900480"	"576900"	"204800"
"3234"	"TL350570"	"535000"	"257000"
"3236"	"TL490440"	"549000"	"244000"
"2945"	"NU244253"	"424400"	"625300"
"3410"	"SD97506450"	"397500"	"464500"
"3601"	"SO75308400"	"375300"	"284000"
"3602"	"SO980186"	"398000"	"218600"
"3701"	"SC15606560"	"215600"	"465600"
"3802"	"SU44501750"	"444500"	"117500"
"3803"	"SU35101510"	"435100"	"115100"
"3804"	"SU34301560"	"434300"	"115600"
"1447"	"TQ47302950"	"547300"	"129500"
"2126"	"SP290730"	"429000"	"273000"
"1206"	"TL07802110"	"507800"	"221100"
"1220"	"TL06703030"	"506700"	"230300"
"1309"	"SP84700670"	"484700"	"206700"
"1318"	"SP90400880"	"490400"	"208800"
"1403"	"TQ260114"	"526000"	"111400"
"1009"	"SU54701810"	"454700"	"118100"
"1015"	"SU85303570"	"485300"	"135700"
"1023"	"SU71201860"	"471200"	"118600"
"1027"	"SU67500630"	"467500"	"106300"
"1035"	"SZ43109050"	"443100"	"90500"
"1046"	"SZ60108660"	"460100"	"86600"
"1052"	"SU48901980"	"448900"	"119800"
"1061"	"SU46500780"	"446500"	"107800"
"1068"	"SU39702150"	"439700"	"121500"
"1075"	"SU31700160"	"431700"	"101600"
"1082"	"SU72405260"	"472400"	"152600"
"1100"	"SD48307740"	"348300"	"477400"
"1113"	"SD48807310"	"348800"	"473100"
"1124"	"SD48708800"	"348700"	"488000"
"1132"	"NY00801230"	"300800"	"512300"
"1200"	"TL08602960"	"508600"	"229600"
"1351"	"SU86609910"	"486600"	"199100"
"3411"	"TA05303140"	"505300"	"431400"
"3037"	"SM70502360"	"170500"	"223600"
"2439"	"SU060890"	"406000"	"189000"
"2712"	"SJ90509330"	"390500"	"393300"
"3040"	"SJ20806600"	"320800"	"366000"
"2286"	"SY92808190"	"392800"	"81900"
"3243"	"TL52705200"	"552700"	"252000"
"2062"	"TQ30906290"	"530900"	"162900"
"1547"	"TR34906170"	"634900"	"161700"
"2665"	"NS72304340"	"272300"	"643400"
"3415"	"SD750775"	"375000"	"477500"
"2567"	"ST23501520"	"323500"	"115200"
"1360"	"SU770640"	"477000"	"164000"
"1730"	"SX82504650"	"282500"	"46500"
"1731"	"SX820442"	"282000"	"44200"
"3504"	"J250712"	"137196"	"527433"
"3824"	"SU41301370"	"441300"	"113700"
"1615"	"TF130680"	"513000"	"368000"
"3817"	"SU48502750"	"448500"	"127500"
"3046"	"SR98209450"	"198200"	"194500"
"3818"	"SU57301650"	"457300"	"116500"
"2708"	"SJ80406750"	"380400"	"367500"
"1364"	"SU670915"	"467000"	"191500"
"1998"	"TL23501430"	"523500"	"214300"
"2440"	"ST87606980"	"387600"	"169800"
"3242"	"TL79200180"	"579200"	"201800"
"1997"	"SP930105"	"493000"	"210500"
"2441"	"ST93602900"	"393600"	"129000"
"3039"	"SO12202630"	"312200"	"226300"
"2570"	"ST42807380"	"342800"	"173800"
"1361"	"SU71908800"	"471900"	"188000"
"1362"	"SU32907720"	"432900"	"177200"
"2566"	"ST50105070"	"350100"	"150700"
"2571"	"ST440742"	"344000"	"174200"
"1457"	"TQ25503020"	"525500"	"130200"
"2565"	"ST48501600"	"348500"	"116000"
"1157"	"SD43508680"	"343500"	"486800"
"3047"	"SO07704740"	"307700"	"247400"
"1363"	"SU29308650"	"429300"	"186500"
"1349"	"SP64801410"	"464800"	"214100"
"3114"	"TM14903570"	"614900"	"235700"
"1095"	"SU70101250"	"470100"	"112500"
"2050"	"SU85504180"	"485500"	"141800"
"2651"	"NN940660"	"294000"	"766000"
"3805"	"SU50802920"	"450800"	"129200"
"1099"	"SU69501440"	"469500"	"114400"
"1544"	"TR34106320"	"634100"	"163200"
"1991"	"TQ15908370"	"515900"	"183700"
"2563"	"ST26601580"	"326600"	"115800"
"1545"	"TR33806250"	"633800"	"162500"
"3806"	"SU39103920"	"439100"	"139200"
"1098"	"SU71201760"	"471200"	"117600"
"3810"	"SU68501280"	"468500"	"112800"
"1541"	"TQ43106110"	"543100"	"161100"
"1539"	"TQ43806090"	"543800"	"160900"
"2943"	"NY63709200"	"363700"	"592000"
"2666"	"NH590940"	"259000"	"894000"
"3413"	"SD98708990"	"398700"	"489900"
"3511"	"C672045"	"82424"	"565570"
"2664"	"NN36200010"	"236200"	"700100"
"1456"	"TQ24503170"	"524500"	"131700"
"3423"	"SE569854"	"456900"	"485400"
"1734"	"SX82407680"	"282400"	"76800"
"2661"	"NT42802770"	"342800"	"627700"
"3815"	"SU85703350"	"485700"	"133500"
"3048"	"SH22608330"	"222600"	"383300"
"3050"	"SN880310"	"288000"	"231000"
"3051"	"SN880310"	"288000"	"231000"
"3052"	"SN880310"	"288000"	"231000"
"3823"	"SU470275"	"447000"	"127500"
"3045"	"ST170780"	"317000"	"178000"
"1355"	"SP68202520"	"468200"	"225200"
"2572"	"ST61803190"	"361800"	"131900"
"3038"	"SO03400870"	"303400"	"208700"
"3041"	"SH58303180"	"258300"	"331800"
"1356"	"SP76600020"	"476600"	"200200"
"3043"	"SO36500900"	"336500"	"209000"
"1546"	"TR15506200"	"615500"	"162000"
"3053"	"SN630910"	"263000"	"291000"
"3414"	"SD82406630"	"382400"	"466300"
"3539"	"H355239"	"43931"	"487891"
"3044"	"SO03502370"	"303500"	"223700"
"3819"	"SU39400720"	"439400"	"107200"
"1455"	"TQ33101330"	"533100"	"113300"
"2061"	"TQ12406160"	"512400"	"161600"
"1156"	"SD460860"	"346000"	"486000"
"2817"	"SK16106610"	"416100"	"366100"
"3607"	"SO58800890"	"358800"	"208900"
"2285"	"SY91508160"	"391500"	"81600"
"3822"	"SU320287"	"432000"	"128700"
"1352"	"SU49506480"	"449500"	"164800"
"3049"	"SH57203270"	"257200"	"332700"
"3610"	"SO590370"	"359000"	"237000"
"3816"	"SU70301200"	"470300"	"112000"
"1354"	"SU91709040"	"491700"	"190400"
"1357"	"SU81207860"	"481200"	"178600"
"2710"	"SJ30507380"	"330500"	"373800"
"2662"	"NM48208460"	"148200"	"784600"
"3820"	"SU40100110"	"440100"	"101100"
"2658"	"NM84904170"	"184900"	"741700"
"3117"	"TM28403190"	"628400"	"231900"
"3412"	"SD99408650"	"399400"	"486500"
"2561"	"ST30102100"	"330100"	"121000"
"3416"	"SE97903810"	"497900"	"438100"
"3608"	"SO55201510"	"355200"	"215100"
"3609"	"SO99302460"	"399300"	"224600"
"3054"	"SS48808810"	"248800"	"188100"
"3523"	"J3268"	"143899"	"523647"
"1359"	"SU640735"	"464000"	"173500"
"2569"	"ST28301870"	"328300"	"118700"
"3036"	"SM78702480"	"178700"	"224800"
"1155"	"SD170723"	"317000"	"472300"
"1358"	"SU75809950"	"475800"	"199500"
"1353"	"SU620647"	"462000"	"164700"
"1733"	"SY29909510"	"329900"	"95100"
"3809"	"SU68501040"	"468500"	"110400"
"3814"	"SU39805950"	"439800"	"159500"
"2668"	"NH48503050"	"248500"	"830500"
"10449"	"ST66600170"	"366600"	"101700"
"10446"	"ST75101090"	"375100"	"110900"
"10441"	"SY540970"	"354000"	"97000"
"10448"	"ST74301340"	"374300"	"113400"
"10428"	"SH32806860"	"232800"	"368600"
"10429"	"SH32507250"	"232500"	"372500"
"3825"	"SU70901230"	"470900"	"112300"
"3826"	"SU32503770"	"432500"	"137700"
"2573"	"ST34105100"	"334100"	"151000"
"2574"	"ST320660"	"332000"	"166000"
"2678"	"NT29307530"	"329300"	"675300"
"3417"	"TA01509320"	"501500"	"493200"
"2944"	"NZ26801660"	"426800"	"516600"
"2946"	"NU25702080"	"425700"	"620800"
"2676"	"NT170954"	"317000"	"695400"
"2677"	"NT28607120"	"328600"	"671200"
"3116"	"TM13105430"	"613100"	"254300"
"2576"	"ST20804580"	"320800"	"145800"
"3119"	"TM37905670"	"637900"	"256700"
"3611"	"SO75603810"	"375600"	"238100"
"3828"	"SU383235"	"438300"	"123500"
"2575"	"ST483516"	"348300"	"151600"
"3830"	"SU564616"	"456400"	"161600"
"2442"	"ST946777"	"394600"	"177700"
"1371"	"SP553094"	"455300"	"209400"
"1992"	"TL145310"	"514500"	"231000"
"2065"	"SU823409"	"482300"	"140900"
"2284"	"SZ168921"	"416800"	"92100"
"1369"	"SU638737"	"463800"	"173700"
"3617"	"SO437251"	"343700"	"225100"
"4001"	"TL267269"	"526700"	"226900"
"2287"	"SY828802"	"382800"	"80200"
"1159"	"SD447821"	"344700"	"482100"
"1368"	"SU620793"	"462000"	"179300"
"3616"	"SO320812"	"332000"	"281200"
"4002"	"TL317149"	"531700"	"214900"
"2066"	"TQ319536"	"531900"	"153600"
"3543"	"H860430"	"286000"	"343000"
"3614"	"SO368788"	"336800"	"278800"
"3832"	"SZ332938"	"433200"	"93800"
"3542"	"J461521"	"346100"	"352100"
"3905"	"SP381615"	"438100"	"261500"
"1454"	"TQ752131"	"575200"	"113100"
"1460"	"TQ553368"	"555300"	"136800"
"3833"	"SU315005"	"431500"	"100500"
"2064"	"SU844403"	"484400"	"140300"
"3118"	"TM465685"	"646500"	"268500"
"4000"	"TQ055715"	"505500"	"171500"
"1999"	"TL335065"	"533500"	"206500"
"1459"	"TQ556370"	"555600"	"137000"
"3827"	"SU4322"	"443000"	"122000"
"3829"	"SU723093"	"472300"	"109300"
"3831"	"SU419321"	"441900"	"132100"
"1379"	"SP360322"	"436000"	"232200"
"1380"	"SP334260"	"433400"	"226000"
"1550"	"TQ396643"	"539600"	"164300"
"3313"	"TG015315"	"601500"	"331500"
"2679"	"NS805985"	"280500"	"698500"
"3245"	"TL545205"	"554500"	"220500"
"3248"	"TL738061"	"573800"	"206100"
"3312"	"TL935963"	"593500"	"296300"
"1373"	"SU833933"	"483300"	"193300"
"2292"	"SZ005809"	"400500"	"80900"
"1821"	"SW518388"	"151800"	"38800"
"3314"	"TG212055"	"621200"	"305500"
"2583"	"ST568456"	"356800"	"145600"
"3619"	"SJ560370"	"356000"	"337000"
"2291"	"SY935823"	"393500"	"82300"
"1161"	"SD737094"	"373700"	"409400"
"3908"	"SP195984"	"419500"	"298400"
"3622"	"SO937914"	"393700"	"291400"
"3252"	"TL942060"	"594200"	"206000"
"1374"	"SU967900"	"496700"	"190000"
"1376"	"SU506608"	"450600"	"160800"
"1616"	"SK911670"	"491100"	"367000"
"1464"	"SU922162"	"492200"	"116200"
"2584"	"ST313411"	"331300"	"141100"
"3319"	"TG015315"	"601500"	"331500"
"4004"	"TL127043"	"512700"	"204300"
"3320"	"TG015315"	"601500"	"331500"
"2685"	"NT187875"	"318700"	"687500"
"3422"	"NZ562177"	"456200"	"517700"
"3255"	"TQ399938"	"539900"	"193800"
"1551"	"TQ444649"	"544400"	"164900"
"1377"	"SP896096"	"489600"	"209600"
"1735"	"SX787789"	"278700"	"78900"
"3910"	"SP321939"	"432100"	"293900"
"3421"	"SE541905"	"454100"	"490500"
"3244"	"TL535200"	"553500"	"220000"
"3251"	"TL362523"	"536200"	"252300"
"3253"	"TQ404959"	"540400"	"195900"
"3254"	"TQ392973"	"539200"	"197300"
"3623"	"SO816410"	"381600"	"241000"
"1378"	"SP831453"	"483100"	"245300"
"1162"	"SD398807"	"339800"	"480700"
"3903"	"SP377728"	"437700"	"272800"
"3059"	"SH605447"	"260500"	"344700"
"2684"	"NN520014"	"252000"	"701400"
"2820"	"SK355388"	"435500"	"338800"
"3618"	"SK074070"	"407400"	"307000"
"3250"	"TQ574910"	"557400"	"191000"
"2290"	"SY941823"	"394100"	"82300"
"4003"	"SP926127"	"492600"	"212700"
"2686"	"NN895678"	"289500"	"767800"
"3621"	"SO927453"	"392700"	"245300"
"1463"	"SU921162"	"492100"	"116200"
"3060"	"SH601447"	"260100"	"344700"
"3316"	"TF800465"	"580000"	"346500"
"3420"	"SE903882"	"490300"	"488200"
"3620"	"SO926587"	"392600"	"258700"
"3907"	"SP355707"	"435500"	"270700"
"2674"	"NS885978"	"288500"	"697800"
"2819"	"SK430450"	"443000"	"345000"
"2948"	"NU032480"	"403200"	"648000"
"3612"	"SO306447"	"330600"	"244700"
"3057"	"SN965715"	"296500"	"271500"
"2682"	"NT002777"	"300200"	"677700"
"3306"	"TG340065"	"634000"	"306500"
"3900"	"SP373717"	"437300"	"271700"
"3901"	"SP369717"	"436900"	"271700"
"3902"	"SP385602"	"438500"	"260200"
"2669"	"NT465815"	"346500"	"681500"
"3418"	"SE835535"	"483500"	"453500"
"3904"	"SP440650"	"444000"	"265000"
"1458"	"TQ545010"	"554500"	"101000"
"2580"	"ST503331"	"350300"	"133100"
"2582"	"ST534480"	"353400"	"148000"
"1366"	"SU500645"	"450000"	"164500"
"1367"	"SP605092"	"460500"	"209200"
"2680"	"NT055797"	"305500"	"679700"
"2681"	"NT008776"	"300800"	"677600"
"3042"	"SO159223"	"315900"	"222300"
"1158"	"SD498788"	"349800"	"478800"
"2663"	"NJ001205"	"300100"	"820500"
"2577"	"ST533472"	"353300"	"147200"
"2581"	"SS905485"	"290500"	"148500"
"1372"	"SU495648"	"449500"	"164800"
"3305"	"TG491208"	"649100"	"320800"
"2063"	"SU891373"	"489100"	"137300"
"3906"	"SP379710"	"437900"	"271000"
"2818"	"SK230510"	"423000"	"351000"
"2578"	"ST396372"	"339600"	"137200"
"2579"	"ST494339"	"349400"	"133900"
"3303"	"TF999461"	"599900"	"346100"
"2947"	"NZ174585"	"417400"	"558500"
"3056"	"ST075755"	"307500"	"175500"
"1736"	"SX880594"	"288000"	"59400"
"1737"	"SX878602"	"287800"	"60200"
"2693"	"NO131036"	"313100"	"703600"
"2694"	"NT174992"	"317400"	"699200"
"2695"	"NO122010"	"312200"	"701000"
"2696"	"NT155993"	"315500"	"699300"
"3058"	"SJ283415"	"328300"	"341500"
"3061"	"SH891774"	"289100"	"377400"
"3541"	"J054575"	"305400"	"357500"
"3545"	"H146645"	"214600"	"364500"
"3546"	"J055610"	"305500"	"361000"
"3834"	"SU344157"	"434400"	"115700"
"1163"	"SD480758"	"348000"	"475800"
"1381"	"SP856958"	"485600"	"295800"
"1466"	"SU918163"	"491800"	"116300"
"1467"	"TQ331082"	"533100"	"108200"
"1469"	"SU872284"	"487200"	"128400"
"1472"	"TV550997"	"555000"	"99700"
"1822"	"SX103753"	"210300"	"75300"
"1827"	"SW579396"	"157900"	"39600"
"1995"	"TQ299834"	"529900"	"183400"
"2697"	"NS918810"	"291800"	"681000"
"2699"	"NS517600"	"251700"	"660000"
"2821"	"SK348433"	"434800"	"343300"
"2949"	"NZ519266"	"451900"	"526600"
"3309"	"TF679226"	"567900"	"322600"
"3321"	"TG339070"	"633900"	"307000"
"3322"	"TG326060"	"632600"	"306000"
"3324"	"TG185072"	"618500"	"307200"
"3325"	"TG355152"	"635500"	"315200"
"3326"	"TG175221"	"617500"	"322100"
"3424"	"SD855981"	"385500"	"498100"
"3426"	"TA044840"	"504400"	"484000"
"3428"	"SE854855"	"485400"	"485500"
"3538"	"J335695"	"333500"	"369500"
"3837"	"SU607497"	"460700"	"149700"
"3838"	"SU591493"	"459100"	"149300"
"3911"	"SP132682"	"413200"	"268200"
"4005"	"TQ121749"	"512100"	"174900"
"4006"	"TL235142"	"523500"	"214200"
"4007"	"TL224140"	"522400"	"214000"
"4008"	"TL230135"	"523000"	"213500"
"3839"	"SU255135"	"425500"	"113500"
"4200"	"NS367600"	"236700"	"660000"
"4201"	"NT048026"	"304800"	"602600"
"4202"	"NM996463"	"199600"	"746300"
"4204"	"NT004862"	"300400"	"686200"
"4205"	"NS358581"	"235800"	"658100"
"4206"	"ND194684"	"319400"	"968400"
"1382"	"SU586638"	"458600"	"163800"
"1475"	"SU973167"	"497300"	"116700"
"1739"	"SS574338"	"257400"	"133800"
"2068"	"TQ195547"	"519500"	"154700"
"2588"	"ST566743"	"356600"	"174300"
"2713"	"SJ797651"	"379700"	"365100"
"3257"	"TL560710"	"556000"	"271000"
"3631"	"SP011606"	"401100"	"260600"
"1738"	"SX900787"	"290000"	"78700"
"1740"	"SX825769"	"282500"	"76900"
"3552"	"J341696"	"334100"	"369600"
"3909"	"SP202989"	"420200"	"298900"
"1375"	"SU640917"	"464000"	"191700"
"3318"	"TG358082"	"635800"	"308200"
"3249"	"TL622612"	"562200"	"261200"
"2585"	"ST658506"	"365800"	"150600"
